,PlayerID,PlayerName,Age,Rating in Scale 100,Potential in Scale 100,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,PopularityHits
4179,223283,F. Diedhiou,27,71,72,72,ST,€2.2M,€29K,€5.5M,307,256,299,345,285,75,55,1622,348,2 ★,3★,High,High,1 ★,8
4180,184472,M. Olsson,32,71,71,71,LB,€1.3M,€2K,€1.9M,316,328,358,355,318,212,48,1935,411,2 ★,3★,High,Medium,2 ★,7
4181,244863,Y. Benrahou,21,71,80,73,CAM,€4.2M,€11K,€8.1M,301,357,376,303,272,131,56,1796,372,3 ★,3★,Medium,Medium,1 ★,12
4182,234624,B. Dibassy,30,71,71,71,CB,€1.5M,€5K,€2.9M,297,283,342,357,287,213,33,1812,400,3 ★,2★,Medium,High,1 ★,6
4183,239744,M. Cuisance,20,71,82,75,CAM,€4.1M,€27K,€0,328,382,366,325,303,165,57,1926,397,3 ★,4★,Medium,Medium,1 ★,181
4184,183936,M. Donald,31,71,71,73,CDM,€1.6M,€10K,€4.1M,326,323,330,381,335,201,55,1951,424,3 ★,3★,Medium,Medium,1 ★,4
4185,208769,W. Vaulks,26,71,73,72,CDM,€2.1M,€17K,€5.1M,295,296,313,377,328,207,68,1884,394,3 ★,2★,Medium,High,1 ★,10
4186,240257,C. Traoré,25,42,75,71,RB,€2.4M,€21K,€5.6M,283,302,354,317,278,205,58,1797,388,3 ★,3★,High,Medium,1 ★,4
4187,230019,V. Nsimba,26,71,72,71,LB,€2M,€5K,€4.4M,289,305,408,351,319,201,41,1914,409,3 ★,3★,High,High,1 ★,6
4188,239491,J. Álvarez,24,71,77,72,RM,€3M,€9K,€5.4M,278,304,364,307,275,114,44,1686,376,3 ★,3★,High,Low,1 ★,8
4189,181123,T. Hořava,32,71,71,71,CM,€1.5M,€750,€4M,323,345,338,333,330,167,45,1881,393,4 ★,3★,High,High,1 ★,3
4190,231044,J. Aribo,23,71,78,75,CAM,€3.7M,€27K,€6.6M,305,346,383,327,313,185,50,1909,417,3 ★,4★,Medium,Medium,1 ★,22
4191,201093,N. Powell,26,71,74,73,CAM,€2.4M,€18K,€5.7M,321,330,350,339,310,146,61,1857,388,4 ★,3★,Medium,Medium,1 ★,19
4192,223877,D. Furlong,24,71,76,71,RB,€2.6M,€35K,€5.8M,264,280,352,280,304,207,55,1742,374,3 ★,3★,High,Medium,1 ★,13
4193,230278,Carleto Costinha,28,71,71,72,RM,€1.9M,€16K,€4.6M,323,352,385,287,303,109,56,1815,381,4 ★,3★,Medium,Low,1 ★,1
4194,231056,S. Marinović,28,71,73,71,GK,€1.6M,€3K,€2.8M,106,98,268,239,105,65,341,1222,392,2 ★,1★,Medium,Medium,1 ★,9
4195,234640,B. Jatta,22,71,79,73,RM,€4.2M,€10K,€6.3M,320,297,377,361,290,102,43,1790,401,3 ★,3★,High,High,1 ★,106
4196,236944,F. Diabaté,24,71,75,72,LM,€2.7M,€17K,€6.4M,322,289,376,277,251,51,47,1613,345,3 ★,3★,Medium,Low,1 ★,12
4197,165526,G. Paletta,34,71,71,71,CB,€600K,€3K,€1.4M,203,241,211,339,233,214,55,1496,311,2 ★,2★,Low,High,3 ★,9
4198,198039,M. Gillespie,28,71,48,71,GK,€1.7M,€19K,€4.1M,86,108,218,237,124,42,353,1168,388,3 ★,1★,Medium,Medium,1 ★,11
4199,210583,M. Stendera,24,71,76,73,CAM,€2.8M,€6K,€4.7M,328,373,322,334,321,173,53,1904,383,4 ★,3★,Medium,Medium,2 ★,27
4200,225151,A. Traoré,25,71,74,74,CAM,€2.5M,€10K,€6.1M,317,367,351,338,329,176,50,1928,412,5 ★,4★,High,Medium,1 ★,18
4201,210303,D. Linsmayer,28,71,71,71,CDM,€1.6M,€6K,€3.4M,263,293,318,358,294,207,71,1804,383,3 ★,2★,Medium,Medium,1 ★,4
4202,232898,T. Morishima,23,42,76,74,CAM,€2.9M,€8K,€4.2M,314,351,367,328,306,99,55,1820,385,3 ★,3★,Medium,Low,1 ★,12
4203,240526,M. Fouzair,28,71,71,71,RM,€1.9M,€14K,€4M,277,353,384,295,262,80,55,1706,372,4 ★,3★,High,Medium,1 ★,4
4204,205194,Ewerton,31,71,71,71,CB,€1.3M,€11K,€2.8M,265,252,257,298,278,213,50,1613,327,2 ★,2★,Medium,Medium,2 ★,7
4205,211338,A. Chumacero,29,71,71,71,CM,€1.8M,€7K,€3.9M,337,345,371,362,347,188,49,1999,412,3 ★,3★,Medium,High,1 ★,11
4206,171146,R. M'Bolhi,34,71,71,71,GK,€325K,€14K,€1.7M,94,94,291,259,138,34,347,1257,395,3 ★,1★,Medium,Medium,1 ★,6
4207,3467,Yuri,37,42,71,71,ST,€650K,€6K,€1.3M,337,318,325,349,296,79,51,1755,372,4 ★,3★,High,Medium,1 ★,5
4208,182411,Yu Hanchao,33,71,71,71,LM,€1.2M,€11K,€2.2M,328,333,358,321,300,103,65,1808,379,4 ★,3★,High,Low,1 ★,5
4209,193182,W. Foderingham,29,71,71,71,GK,€1.3M,€17K,€3.2M,97,108,259,229,142,43,350,1228,393,2 ★,1★,Medium,Medium,1 ★,17
4210,229260,K. Bua,26,71,71,71,LM,€2M,€9K,€4M,297,319,380,324,266,107,38,1731,386,4 ★,3★,High,Low,1 ★,6
4211,152718,Ricardo Vaz Tê,33,42,71,71,ST,€1.2M,€7K,€3.2M,342,320,347,360,318,102,57,1846,392,4 ★,3★,Low,Low,1 ★,8
4212,243854,M. Simakan,20,71,82,73,CB,€3.8M,€12K,€8.4M,250,255,280,297,254,218,46,1600,352,2 ★,2★,Medium,High,1 ★,156
4213,206463,J. Dudziak,24,71,76,74,LM,€2.8M,€9K,€5.2M,314,354,394,342,339,205,51,1999,420,3 ★,3★,High,Medium,1 ★,32
4214,244110,Jesús Jiménez,26,71,72,71,LM,€2.2M,€5K,€4M,308,308,372,334,266,107,51,1746,378,4 ★,4★,High,Medium,1 ★,3
4215,193422,T. Børven,28,71,71,71,ST,€1.9M,€19K,€4.8M,330,303,351,372,259,87,61,1763,370,4 ★,2★,High,Low,1 ★,3
4216,224655,Rafael Defendi,36,71,71,71,GK,€210K,€3K,€820K,81,85,201,222,141,43,351,1124,385,2 ★,1★,Medium,Medium,1 ★,3
4217,225680,A. Mina,29,71,71,71,CB,€1.6M,€10K,€3.9M,247,233,238,309,266,206,59,1558,335,3 ★,2★,High,Medium,1 ★,5
4218,200841,C. Jenkinson,28,71,71,71,RB,€1.7M,€29K,€3.8M,300,311,336,308,307,214,65,1841,386,2 ★,3★,High,High,2 ★,20
4219,229255,Charles,26,71,74,71,GK,€1.9M,€6K,€4.6M,86,94,212,207,121,45,342,1107,372,2 ★,1★,Medium,Medium,1 ★,3
4220,178566,J. García,33,71,71,71,GK,€600K,€8K,€1.8M,61,64,213,205,123,45,358,1069,393,1 ★,1★,Medium,Medium,1 ★,6
4221,178310,S. Iacoponi,33,71,71,72,RB,€900K,€18K,€2M,243,205,363,287,255,227,53,1633,358,3 ★,2★,Low,High,1 ★,10
4222,203928,R. Fernández,34,71,42,71,GK,€325K,€500,€2.2M,66,96,256,206,105,43,343,1115,393,2 ★,1★,Medium,Medium,1 ★,2
4223,200601,Yoon Bit Garam,30,71,71,71,CM,€1.8M,€6K,€2.9M,316,347,359,359,340,165,47,1933,408,4 ★,3★,Medium,Medium,2 ★,3
4224,233097,R. van Drongelen,21,71,81,73,CB,€3.9M,€7K,€6.3M,239,266,295,280,270,216,54,1620,345,4 ★,2★,Medium,Medium,1 ★,169
4225,164505,B. Guzan,35,71,42,71,GK,€210K,€3K,€975K,83,102,227,228,152,41,353,1186,390,2 ★,1★,Medium,Medium,2 ★,9
4226,207507,L. James,27,71,72,72,ST,€2.2M,€6K,€3.9M,326,264,349,371,254,82,71,1717,366,3 ★,3★,Medium,Medium,1 ★,4
4227,230291,Thiago Alminxa,28,71,71,72,RW,€1.9M,€16K,€4.6M,331,343,367,323,271,49,56,1740,373,4 ★,3★,High,Low,1 ★,1
4228,240787,H. Traorè,20,71,85,73,CAM,€4.5M,€14K,€11.6M,331,350,361,329,294,176,55,1896,395,3 ★,3★,High,Medium,1 ★,184
4229,255891,B. Šutalo,20,71,82,73,CB,€3.8M,€19K,€7.2M,237,207,333,266,253,217,57,1570,340,3 ★,2★,Medium,Medium,1 ★,63
4230,139668,F. Marchetti,37,71,71,71,GK,€210K,€5K,€432K,90,92,291,239,137,35,342,1226,394,3 ★,1★,Medium,Medium,2 ★,18
4231,211348,S. Dimitrievski,26,71,75,71,GK,€2M,€4K,€3.7M,83,98,222,240,125,55,354,1177,391,2 ★,1★,Medium,Medium,1 ★,7
4233,246420,J. Doku,18,71,88,71,RW,€4.8M,€11K,€12.4M,277,291,433,331,235,80,50,1697,377,3 ★,4★,High,Medium,1 ★,903
4234,237973,K. Kuchaev,22,71,78,72,RM,€3.8M,€22K,€5.9M,300,315,359,287,303,172,48,1784,388,3 ★,3★,Medium,Medium,1 ★,9
4235,242069,J. Sierra,23,71,78,73,CM,€3.7M,€23K,€5.9M,311,316,373,337,337,195,50,1919,409,4 ★,3★,Medium,Medium,1 ★,10
4236,228802,D. Zhivoglyadov,26,71,74,71,RB,€2.3M,€25K,€4.4M,270,310,362,311,279,208,55,1795,392,3 ★,3★,High,Medium,1 ★,3
4237,141286,K. Vadócz,35,42,71,71,CDM,€525K,€550,€1.7M,310,319,260,380,337,197,37,1840,388,4 ★,2★,Medium,Medium,2 ★,6
4238,230340,Luisinho Conradi,20,71,71,71,LB,€1.9M,€14K,€4.4M,303,344,356,334,303,217,51,1908,405,3 ★,3★,Medium,Medium,1 ★,3
4239,177390,H. Medunjanin,35,71,71,73,CM,€525K,€4K,€1.1M,323,380,288,354,348,186,54,1933,400,4 ★,4★,Medium,Medium,2 ★,7
4240,227562,L. Haraslín,24,42,52,72,RM,€2.8M,€17K,€5.7M,313,332,394,333,262,122,63,1819,382,4 ★,4★,High,Medium,1 ★,21
4241,246762,S. Koita,20,71,64,73,ST,€4.1M,€14K,€7M,314,317,412,357,277,79,45,1801,385,4 ★,3★,High,Medium,1 ★,81
4242,200683,O. Rashid,28,71,71,71,CM,€1.9M,€5K,€5M,310,373,359,337,331,159,50,1919,399,3 ★,3★,Medium,Medium,1 ★,8
4243,210923,M. Al Owais,28,71,72,71,GK,€1.5M,€18K,€3.6M,93,89,258,233,136,46,351,1206,398,3 ★,1★,Medium,Medium,1 ★,2
4244,221931,P. Žulj,27,71,72,72,CM,€2.1M,€14K,€4.3M,332,361,299,341,336,200,57,1926,398,3 ★,4★,High,Medium,1 ★,5
4245,192658,S. Jung,30,71,71,71,RB,€1.6M,€8K,€2.9M,293,324,343,326,299,213,49,1847,390,4 ★,3★,High,Medium,2 ★,7
4246,193425,H. Behrens,30,71,71,73,CB,€1.8M,€9K,€3.5M,335,296,312,409,342,213,47,1954,411,2 ★,3★,High,High,1 ★,14
4247,247185,A. Palaversa,20,71,83,74,CDM,€4.5M,€43K,€0,300,322,312,342,338,213,53,1880,403,3 ★,3★,High,High,1 ★,56
4248,220829,E. Torregrossa,28,71,71,71,ST,€1.9M,€25K,€4.3M,312,291,349,378,269,67,45,1711,365,3 ★,4★,Medium,Medium,1 ★,6
4249,241049,Gorosabel,23,71,77,71,RB,€2.8M,€13K,€6.7M,278,277,335,272,250,212,49,1673,361,3 ★,2★,Medium,Medium,1 ★,25
4250,198554,A. Ujah,29,71,71,71,ST,€1.9M,€21K,€4.3M,321,289,338,378,290,72,58,1746,365,4 ★,3★,Medium,Medium,2 ★,11
4251,217242,Y. Kubo,26,71,72,72,CAM,€2.2M,€6K,€4.3M,308,351,380,341,280,135,57,1852,384,4 ★,4★,Medium,Medium,1 ★,11
4252,220058,D. Phillips,25,42,76,71,GK,€2.2M,€5K,€4.2M,97,105,243,212,86,60,343,1146,388,3 ★,1★,Medium,Medium,1 ★,27
4253,230298,Walter Silvieiro,28,71,42,71,ST,€1.9M,€11K,€4.6M,346,310,332,348,322,81,46,1785,371,3 ★,3★,High,Low,1 ★,3
4254,192922,O. Jiménez,31,71,71,71,GK,€1M,€17K,€2.6M,83,108,223,228,103,47,353,1145,386,3 ★,1★,Medium,Medium,1 ★,11
4255,229276,P. Bartolomei,30,71,71,71,CM,€1.8M,€13K,€4.8M,327,351,352,347,305,182,58,1922,416,4 ★,3★,High,Medium,1 ★,4
4256,253340,E. Mera,35,71,71,71,CAM,€775K,€500,€2.2M,299,349,368,336,312,147,55,1866,391,3 ★,3★,Medium,Medium,1 ★,1
4257,183453,P. Oniangué,31,71,42,72,CB,€1.3M,€6K,€3.2M,321,332,303,403,326,205,52,1942,411,2 ★,3★,Medium,Medium,2 ★,1
4258,232593,M. Suzuki,26,71,73,73,ST,€2.4M,€9K,€4.4M,313,271,349,332,241,39,51,1596,355,3 ★,3★,Medium,Medium,1 ★,13
4259,230302,Josué da Feira,28,71,71,71,ST,€1.9M,€11K,€4.6M,345,329,350,349,257,71,71,1772,361,3 ★,3★,Medium,Medium,1 ★,3
4260,190870,J. Boye,33,71,71,71,CB,€900K,€11K,€2.2M,228,214,327,293,257,208,42,1569,351,3 ★,2★,Medium,High,1 ★,7
4261,184469,H. Arter,30,71,71,71,CDM,€1.6M,€27K,€3.8M,316,345,331,354,349,205,43,1943,403,5 ★,3★,Medium,High,1 ★,16
4262,208017,I. Santini,31,71,71,71,ST,€1.6M,€15K,€3.3M,326,272,239,384,338,97,56,1712,354,3 ★,3★,Medium,Medium,1 ★,5
4263,113045,M. Pinilla,36,71,71,71,ST,€650K,€2K,€1.1M,336,303,282,381,309,73,20,1704,354,3 ★,3★,High,Medium,2 ★,11
4264,210321,R. Quioto,28,71,42,71,LM,€1.9M,€6K,€3.5M,327,338,373,354,308,50,51,1801,381,3 ★,3★,High,Medium,1 ★,7
4265,212369,Eduardo,27,71,72,73,CAM,€2.1M,€10K,€5.6M,325,359,336,314,317,170,56,1877,389,3 ★,3★,Medium,Low,1 ★,9
4266,223633,L. Paqarada,25,71,74,72,LWB,€2.3M,€11K,€4.2M,276,354,360,313,287,202,52,1844,391,3 ★,3★,High,Medium,1 ★,9
4267,234889,F. Jensen,22,71,78,73,CAM,€3.8M,€15K,€6.6M,334,314,340,350,292,162,35,1827,399,3 ★,3★,High,High,1 ★,22
4268,225673,K. Adams Nuhu,25,71,74,73,CB,€2.2M,€18K,€4.8M,274,256,297,336,270,208,55,1696,368,2 ★,2★,High,Medium,1 ★,15
4269,158956,J. Barroso,35,71,71,71,CB,€500K,€4K,€1M,272,252,343,365,298,216,54,1800,371,3 ★,2★,Medium,Medium,1 ★,4
4270,229294,A. Zhirov,29,71,71,71,CB,€1.6M,€6K,€3.2M,213,190,238,282,256,210,51,1440,315,3 ★,2★,Low,High,1 ★,3
4271,221600,M. Clarke,23,71,79,73,CB,€3.9M,€25K,€0,246,257,283,322,285,211,54,1658,358,3 ★,3★,High,Medium,1 ★,19
4272,220064,C. Aboagye,25,71,76,74,CAM,€2.7M,€13K,€5.5M,291,361,399,269,311,153,45,1829,385,3 ★,3★,Medium,Medium,1 ★,12
4273,223136,Y. Erdoğan,27,71,71,71,LM,€2M,€10K,€5M,314,353,415,356,298,180,54,1970,417,4 ★,3★,High,Medium,1 ★,5
4274,189357,C. Toselli,32,71,71,71,GK,€925K,€6K,€2M,118,118,253,263,170,53,350,1325,399,3 ★,1★,Medium,Medium,1 ★,4
4275,252064,L. Krejčí,21,71,78,73,CB,€3.6M,€500,€7.4M,292,303,317,340,312,209,40,1813,394,3 ★,2★,Medium,High,1 ★,7
4276,205985,I. Kiese Thelin,28,71,71,71,ST,€1.9M,€16K,€0,328,275,303,368,327,90,58,1749,373,3 ★,3★,Medium,High,1 ★,9
4277,216481,J. Cooper,25,71,75,73,CB,€2.3M,€9K,€5.3M,224,221,271,297,260,211,53,1537,329,2 ★,2★,Medium,Medium,1 ★,12
4278,226721,G. Alcalá,27,71,74,71,GK,€1.8M,€6K,€3.6M,93,84,304,241,103,51,348,1224,407,2 ★,1★,Medium,Medium,1 ★,7
4279,201122,T. Kalas,27,71,74,73,CB,€2.1M,€24K,€5.1M,252,228,349,354,287,213,39,1722,383,3 ★,2★,Low,High,1 ★,11
4280,224423,M. Wittek,24,71,75,71,LB,€2.5M,€10K,€4.3M,315,350,384,345,283,199,59,1935,404,2 ★,3★,High,Medium,1 ★,15
4281,214434,M. Cuero,27,42,71,71,RM,€2M,€10K,€3.8M,316,301,385,351,225,79,69,1726,382,3 ★,3★,Medium,Medium,1 ★,7
4282,187298,H. Rodríguez,30,71,71,71,CB,€1.5M,€15K,€3.2M,264,248,269,336,279,214,57,1667,353,2 ★,2★,Low,Medium,1 ★,6
4283,142499,Aitor Sanz,35,42,42,71,CDM,€525K,€5K,€1.2M,290,347,320,356,339,202,62,1916,395,4 ★,3★,High,High,1 ★,2
4284,214948,S. Schonlau,25,71,75,73,CB,€2.3M,€12K,€4.5M,245,242,317,306,275,224,56,1665,353,3 ★,2★,Medium,Medium,1 ★,6
4285,209061,S. Hedlund,27,71,71,73,RW,€2M,€15K,€3.1M,301,325,418,326,293,74,56,1793,389,4 ★,3★,High,Medium,1 ★,10
4286,244389,Fernando,21,42,83,72,CAM,€4.6M,€500,€9.7M,266,298,388,263,231,94,37,1577,357,3 ★,3★,High,Medium,1 ★,73
4287,204966,Adrián Ortolá,26,71,74,71,GK,€1.9M,€6K,€3.5M,104,142,280,242,142,49,355,1314,406,5 ★,1★,Medium,Medium,1 ★,11
4288,239782,B. Acosta,26,71,44,72,CM,€2.2M,€6K,€4.3M,295,328,404,399,355,193,44,2018,434,3 ★,3★,High,High,1 ★,13
4289,213420,B. Islamkhan,27,71,72,72,CAM,€2.2M,€850,€6M,303,354,376,320,281,132,58,1824,377,4 ★,3★,High,Medium,1 ★,6
4290,202408,A. Flint,30,71,71,71,CB,€1.5M,€17K,€3.6M,241,185,224,320,279,209,52,1510,329,3 ★,2★,Medium,Medium,1 ★,11
4291,229793,B. Tetteh,22,71,80,73,ST,€4.2M,€10K,€8.1M,311,264,346,332,283,54,47,1637,366,2 ★,3★,High,Low,1 ★,27
4292,238759,Alex Pinto,21,71,79,71,RB,€4M,€4K,€7.2M,263,285,321,329,287,201,54,1740,384,3 ★,2★,Medium,Medium,1 ★,12
4293,220075,M. Kanno,25,71,76,73,CDM,€2.5M,€20K,€5M,328,323,340,371,330,203,58,1953,422,3 ★,3★,High,Medium,1 ★,12
4294,189234,M. Risse,30,71,71,71,RM,€1.8M,€17K,€0,335,361,344,356,342,198,51,1987,412,2 ★,3★,Medium,High,2 ★,4
4295,230824,Pedro Pereira,22,71,81,71,RB,€4M,€7K,€0,271,289,365,276,305,209,48,1763,377,2 ★,3★,Medium,Medium,1 ★,30
4296,212137,A. Vindheim,24,71,76,71,RB,€2.6M,€500,€6.4M,296,310,371,318,310,190,50,1845,401,3 ★,3★,High,Medium,1 ★,10
4298,227497,M. Fraisl,27,42,73,71,GK,€1.7M,€5K,€3.4M,101,109,238,214,113,60,347,1182,388,2 ★,1★,Medium,Medium,1 ★,5
4299,142762,J. Bottinelli,35,71,71,71,CB,€500K,€7K,€1.1M,276,269,246,268,309,201,44,1613,332,3 ★,2★,High,High,1 ★,4
4300,212138,P. Frankowski,25,71,74,72,RM,€2.5M,€6K,€4.7M,309,311,397,335,283,141,53,1829,403,3 ★,3★,High,Medium,1 ★,11
4301,200108,N. Boilesen,28,71,71,71,LB,€1.7M,€13K,€2.6M,304,303,346,323,308,210,67,1861,391,3 ★,3★,High,Medium,2 ★,6
4302,222634,I. Success,24,71,77,73,ST,€3M,€12K,€6.6M,329,318,344,344,267,98,55,1755,380,3 ★,3★,Medium,Medium,1 ★,43
4303,204451,K. Günter,25,71,76,73,CB,€2.5M,€15K,€5.3M,221,240,316,288,266,218,52,1601,353,4 ★,2★,Medium,High,1 ★,11
4304,223402,E. Taşdemir,24,71,75,72,LWB,€2.5M,€28K,€5.3M,303,351,392,317,306,204,43,1916,408,3 ★,3★,High,Medium,1 ★,11
4305,169386,S. Floccari,38,71,71,71,ST,€650K,€18K,€1.5M,339,318,307,322,277,61,50,1674,339,3 ★,3★,Medium,Low,2 ★,7
4306,230315,Ailton Cardenhas,20,71,71,71,GK,€1.6M,€8K,€3.4M,82,84,156,186,131,38,363,1040,387,3 ★,1★,Medium,Medium,1 ★,4
4307,170923,A. Eschenko,36,71,71,71,RB,€425K,€20K,€680K,301,296,364,295,337,204,44,1841,392,3 ★,2★,High,Medium,1 ★,6
4308,238507,Fernando Fonseca,23,71,79,71,RB,€4M,€5K,€7.1M,259,289,337,304,309,206,41,1745,379,3 ★,3★,Medium,Medium,1 ★,11
4309,243627,Y. Adli,19,42,81,74,CAM,€4M,€11K,€8.1M,330,363,323,332,315,171,59,1893,399,3 ★,3★,Medium,Medium,1 ★,58
4310,183211,M. Škoda,34,71,71,71,ST,€900K,€11K,€2.4M,347,294,276,344,334,130,59,1784,376,2 ★,3★,Medium,Medium,1 ★,6
4311,183975,J. Kana-Biyik,30,71,71,71,CB,€1.5M,€9K,€3.8M,216,215,303,306,275,210,64,1589,345,3 ★,2★,Low,Medium,2 ★,5
4312,220087,Fabrício Baiano,28,42,72,72,CB,€1.8M,€10K,€5M,264,274,346,379,271,212,56,1802,396,3 ★,2★,High,High,1 ★,2
4313,230332,Wiliam Santinho,24,71,71,71,GK,€1.6M,€9K,€3.4M,55,71,173,242,172,43,357,1113,392,2 ★,1★,Medium,Medium,1 ★,2
4314,215433,F. Vicari,25,71,76,73,CB,€2.5M,€18K,€5.3M,218,200,224,263,236,228,57,1426,297,2 ★,2★,Low,High,1 ★,7
4315,179897,R. Sigurðsson,34,42,42,71,CB,€600K,€12K,€1.1M,235,229,285,304,294,211,44,1602,340,3 ★,2★,Medium,Medium,1 ★,2
4316,225199,V. Koziello,24,71,76,73,CAM,€2.8M,€15K,€0,316,337,407,296,355,193,57,1961,399,4 ★,3★,Medium,High,2 ★,34
4317,246191,J. Álvarez,20,71,84,73,CAM,€4.5M,€9K,€9.3M,340,356,389,330,316,126,45,1902,394,3 ★,4★,High,Medium,1 ★,335
4318,212401,S. Moreira,25,42,73,72,CDM,€2.2M,€5K,€4.7M,258,266,341,259,307,211,57,1699,367,2 ★,3★,Medium,Medium,1 ★,11
4319,213937,Aketxe,26,71,46,73,CAM,€2.3M,€7K,€4.9M,319,387,354,333,307,138,64,1902,387,3 ★,3★,Medium,Medium,1 ★,28
4320,215985,F. Monetti,31,42,71,71,GK,€1M,€10K,€2.3M,128,133,289,235,141,67,350,1343,407,3 ★,1★,Medium,Medium,1 ★,7
4321,167601,K. Nababkin,33,42,71,71,CB,€900K,€23K,€1.8M,287,288,339,347,313,223,57,1854,401,3 ★,2★,Medium,High,2 ★,8
4322,179633,S. Rieks,33,71,42,71,LM,€1.2M,€6K,€1.8M,324,338,368,355,331,191,67,1974,419,4 ★,3★,Medium,High,1 ★,1
4323,208306,M. Stępiński,25,71,75,73,ST,€2.6M,€23K,€5.8M,326,280,354,352,298,88,44,1742,377,3 ★,3★,High,Medium,1 ★,12
4324,232882,K. Misao,24,71,75,72,CDM,€2.4M,€6K,€3.7M,271,315,343,313,298,209,54,1803,395,2 ★,3★,Medium,High,1 ★,14
4325,185010,M. Pazdan,32,42,71,71,CB,€1.2M,€15K,€3M,255,265,292,331,293,212,62,1710,350,4 ★,2★,Medium,High,2 ★,8
4326,239795,C. Ekuban,26,42,73,73,ST,€2.4M,€21K,€6M,337,320,353,382,295,56,47,1790,388,3 ★,3★,High,Medium,1 ★,8
4327,201908,A. Wisdom,27,71,72,73,CB,€2M,€17K,€4.7M,253,255,330,294,291,215,53,1691,369,3 ★,2★,Low,High,1 ★,28
4328,245940,S. Wamangituka,20,71,83,74,ST,€4.5M,€12K,€8.4M,326,290,396,321,299,119,54,1805,401,2 ★,5★,High,Medium,1 ★,191
4329,234933,A. Sedlar,28,42,73,73,CB,€1.9M,€7K,€4M,230,191,318,311,286,215,52,1603,340,3 ★,2★,Medium,High,1 ★,5
4330,242614,I. Nedelcearu,24,71,79,73,CB,€3.9M,€650,€7.7M,253,264,301,314,285,214,52,1683,363,4 ★,2★,Medium,High,1 ★,6
4331,241823,A. Cruz,22,71,60,71,LB,€4M,€11K,€6.3M,268,319,358,255,278,205,52,1735,363,2 ★,3★,Medium,Medium,1 ★,27
4332,204688,S. Schwab,29,71,71,71,CDM,€1.6M,€850,€4.4M,336,331,334,370,346,197,60,1974,413,3 ★,3★,Medium,Medium,1 ★,5
4333,205983,D. Đoković,30,71,71,72,CDM,€1.8M,€10K,€3.1M,310,352,319,366,340,202,48,1937,414,3 ★,2★,Medium,Medium,1 ★,2
4334,206219,Juan Cruz,27,42,42,71,LB,€1.8M,€17K,€4.4M,261,272,345,312,260,204,57,1711,374,3 ★,2★,Medium,High,1 ★,10
4335,217007,M. Thiam,27,71,72,72,ST,€2.2M,€38K,€5.5M,345,307,353,361,277,68,56,1767,380,3 ★,3★,Medium,Medium,1 ★,13
4336,252086,Son,26,71,74,71,RB,€2.3M,€14K,€5.7M,281,289,352,299,304,203,44,1772,383,3 ★,2★,High,Medium,1 ★,4
4337,224440,J. Pollersbeck,25,71,50,71,GK,€2M,€23K,€4.5M,113,114,170,204,116,42,354,1113,382,3 ★,1★,Medium,Medium,1 ★,30
4338,208047,Kim In Seong,30,71,71,71,LM,€1.8M,€6K,€2.9M,301,303,408,311,253,102,44,1722,379,3 ★,3★,High,Medium,1 ★,10
4339,224186,J. de Wijs,25,71,74,73,CB,€2.2M,€6K,€4.9M,237,292,243,364,253,210,55,1654,345,2 ★,2★,Medium,High,1 ★,30
4340,205243,M. Wagué,29,42,71,71,CB,€1.6M,€15K,€0,214,196,239,308,246,215,39,1457,314,3 ★,2★,Low,Medium,1 ★,16
4341,215995,E. Méndez,31,71,71,71,CDM,€1.3M,€7K,€2.6M,267,285,269,353,303,215,61,1753,384,3 ★,2★,Low,High,1 ★,4
4342,226747,B. Perlaza,28,71,72,73,CB,€1.8M,€4K,€3.5M,274,255,286,346,326,210,72,1769,377,2 ★,3★,High,Medium,1 ★,8
4343,188091,F. Gulbrandsen,27,71,71,71,ST,€2M,€24K,€4.8M,317,319,411,384,284,87,52,1854,402,3 ★,3★,High,High,1 ★,13
4344,213948,D. Holmes,25,71,74,73,CAM,€2.5M,€18K,€5.9M,309,319,406,281,301,154,49,1819,382,3 ★,3★,High,Medium,1 ★,20
4345,220348,Iza Carcelén,27,71,72,71,RB,€2M,€16K,€5.5M,278,346,365,357,334,191,48,1919,411,3 ★,3★,High,Medium,1 ★,8
4346,236988,E. Nketiah,21,71,83,73,ST,€4.6M,€35K,€9M,305,283,392,331,260,56,47,1674,364,3 ★,3★,High,Medium,1 ★,242
4347,186556,Dentinho,31,71,71,71,CAM,€1.6M,€650,€4.4M,338,323,362,346,313,137,62,1881,404,4 ★,4★,Medium,Medium,1 ★,17
4348,178616,Adrián González,32,71,71,71,CM,€1.5M,€7K,€2.9M,334,359,343,364,371,203,46,2020,419,3 ★,3★,Medium,Medium,1 ★,10
4349,221885,P. Seguin,25,71,75,72,CDM,€2.4M,€7K,€4.6M,284,288,333,344,291,203,54,1797,389,3 ★,3★,Low,Medium,1 ★,6
4350,208063,Ju Se Jong,29,71,71,71,CM,€1.8M,€8K,€2.9M,287,362,350,364,325,149,46,1883,394,4 ★,3★,Medium,Medium,1 ★,5
4351,230335,Wagner Orsinho,20,71,71,71,LB,€1.9M,€10K,€4.4M,311,306,366,312,318,209,44,1866,393,3 ★,2★,High,Medium,1 ★,4
