,Age,Rating in Scale 100,Potential in Scale 100,PreferredFoot,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,Composure,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,Pace,Shooting,Passing,Dribbling.1,Defending,Physical
2340,24,74,78,Left,74,LB,5500000.0,1000.0,14800000.0,290,308,383,307,309,65,211,53,1861,401,2,3,High,Medium,1,83,48.0,65,69,69,67
2341,28,74,74,Left,74,RM,4200000.0,24000.0,11600000.0,353,383,379,362,306,67,127,52,1962,404,2,3,High,Medium,1,75,70.0,74,73,46,66
2342,26,74,75,Right,74,RW,5000000.0,11000.0,14100000.0,340,337,414,311,314,73,105,60,1881,387,3,4,Medium,Medium,1,82,71.0,67,79,41,47
2343,25,74,76,Left,76,LWB,5500000.0,21000.0,10300000.0,276,364,362,368,299,65,208,54,1931,422,2,2,Medium,Medium,1,76,61.0,73,73,68,71
2344,25,74,78,Right,77,CAM,6000000.0,16000.0,12400000.0,342,355,366,374,352,70,203,55,2047,435,3,3,High,High,1,75,72.0,73,75,69,71
2346,28,74,74,Right,74,LB,3800000.0,31000.0,8199999.999999999,298,337,393,320,330,65,208,59,1945,414,4,3,High,Medium,1,86,58.0,68,70,68,64
2347,19,74,85,Right,74,LW,9000000.0,38000.0,20000000.0,336,315,408,308,311,73,127,35,1840,404,3,3,High,High,1,86,69.0,62,76,44,67
2348,29,74,74,Right,74,ST,4200000.0,15000.0,7700000.0,356,343,327,374,314,79,99,44,1857,395,3,3,Medium,Medium,2,67,75.0,70,71,38,74
2349,29,74,74,Left,74,LWB,3700000.0,26000.0,9200000.0,277,340,404,361,334,70,208,49,1973,427,2,3,High,Medium,1,85,59.0,67,74,66,76
2350,29,74,74,Right,74,CM,4099999.9999999995,13000.0,0.0,313,367,276,332,381,69,210,52,1931,393,3,3,Medium,Medium,1,39,67.0,73,71,72,71
2351,26,74,75,Left,75,CAM,5000000.0,17000.0,10200000.0,327,376,375,354,333,69,110,43,1918,411,3,4,Medium,Medium,1,79,74.0,72,75,38,73
2352,23,74,81,Left,74,LB,8000000.0,20000.0,0.0,314,316,345,307,301,67,212,51,1846,394,3,2,Medium,Medium,1,72,51.0,66,70,70,65
2353,27,74,74,Left,74,LB,4099999.9999999995,24000.0,10000000.0,289,364,355,348,338,68,215,52,1961,413,3,3,Medium,Medium,1,71,52.0,74,75,69,72
2354,32,74,74,Right,74,CB,2700000.0,21000.0,7600000.0,247,249,271,314,242,66,221,38,1582,333,3,2,Low,Medium,1,42,35.0,49,56,74,77
2355,34,74,74,Right,74,GK,725000.0,750.0,5500000.0,67,72,204,205,77,26,61,361,1047,393,2,1,Medium,Medium,1,72,72.0,70,72,32,75
2357,31,74,74,Right,74,RB,3100000.0,20000.0,7000000.0,281,323,402,366,318,70,215,65,1970,414,2,3,High,Low,1,86,58.0,66,69,69,66
2358,30,74,74,Left,74,LB,3600000.0,9000.0,9000000.0,277,284,343,304,286,63,210,57,1761,381,3,2,Medium,Medium,1,70,38.0,59,67,71,76
2359,24,74,78,Left,75,CM,5500000.0,20000.0,12800000.0,293,362,347,335,323,65,204,59,1923,397,5,3,Medium,Medium,1,60,57.0,76,72,66,66
2360,23,74,82,Right,76,CM,9500000.0,800.0,19200000.0,250,280,332,327,319,65,215,60,1783,393,3,2,Medium,Medium,1,64,63.0,62,70,69,65
2361,32,74,74,Right,74,ST,3400000.0,15000.0,7200000.0,346,257,308,367,305,74,98,56,1737,372,3,3,Medium,Medium,2,62,76.0,54,65,38,77
2362,32,74,74,Left,74,CB,2700000.0,13000.0,7200000.0,326,352,328,378,311,66,223,55,1973,409,3,2,Medium,Medium,2,67,63.0,66,62,73,78
2363,21,74,84,Left,76,LM,9000000.0,850.0,18400000.0,295,347,409,289,316,74,200,42,1898,414,2,4,High,Medium,1,88,55.0,69,79,64,59
2364,20,74,74,Right,74,GK,3500000.0,6000.0,8400000.0,52,71,228,236,175,62,28,367,1157,409,2,1,Medium,Medium,1,71,72.0,73,76,42,75
2365,23,74,81,Right,75,RWB,8000000.0,18000.0,0.0,295,346,400,356,323,69,205,46,1971,414,4,3,High,Medium,1,77,60.0,70,75,67,65
2366,31,74,74,Right,74,RB,3100000.0,1000.0,9000000.0,271,311,412,352,297,69,212,65,1920,405,3,3,Medium,Medium,1,83,48.0,61,70,69,74
2367,25,74,77,Left,76,CB,5000000.0,20000.0,11500000.0,261,317,275,365,292,69,223,57,1790,384,2,2,Medium,Medium,1,58,59.0,59,57,74,77
2368,24,74,78,Right,76,ST,6000000.0,29000.0,14800000.0,325,295,371,361,266,62,56,61,1735,377,3,3,Medium,Medium,1,80,75.0,55,74,25,68
2369,25,74,77,Left,75,LWB,5000000.0,8000.0,11300000.0,307,361,376,375,301,70,217,38,1975,418,2,3,Medium,Medium,1,74,58.0,69,75,71,71
2372,28,74,74,Right,74,GK,3000000.0,19000.0,7800000.0,92,97,168,185,124,58,39,368,1073,386,3,1,Medium,Medium,1,68,76.0,74,73,18,77
2374,28,74,74,Right,74,LM,4200000.0,1000.0,12100000.0,326,340,424,324,297,70,87,58,1856,394,3,3,High,Low,1,92,67.0,68,75,32,60
2375,27,74,75,Right,75,CDM,4300000.0,12000.0,8000000.0,326,338,412,359,343,70,219,56,2053,433,3,3,Medium,Medium,1,79,66.0,70,75,73,70
2376,27,74,74,Right,75,CAM,4500000.0,12000.0,7800000.0,346,348,423,359,305,74,89,40,1910,406,4,3,High,Medium,1,89,74.0,68,76,36,63
2377,25,74,78,Left,76,CAM,6000000.0,15000.0,10300000.0,331,363,363,338,338,76,189,55,1977,423,2,4,Medium,Low,1,74,71.0,75,74,64,65
2378,23,74,79,Right,76,CM,6500000.0,13000.0,11800000.0,328,371,365,370,349,67,193,39,2015,423,3,3,High,Medium,1,71,67.0,73,75,66,71
2379,28,74,74,Left,74,CB,3600000.0,30000.0,9300000.0,291,347,330,306,317,71,223,49,1863,398,1,2,Medium,Medium,1,67,45.0,68,66,73,79
2380,32,74,74,Right,74,CB,2700000.0,1000.0,7900000.0,271,265,331,327,304,68,222,53,1773,379,3,2,Low,High,1,66,44.0,54,59,75,81
2382,28,74,74,Right,74,CB,3600000.0,30000.0,8800000.0,237,246,255,306,250,65,231,55,1580,351,3,2,Medium,Medium,1,51,42.0,49,57,76,76
2383,33,74,74,Right,74,CB,2000000.0,14000.0,4900000.0,173,212,284,322,250,76,230,34,1505,329,3,2,Medium,High,2,55,33.0,38,49,77,77
2384,35,74,74,Right,74,GK,475000.0,7000.0,2300000.0,74,69,269,237,137,33,49,360,1195,410,2,1,Medium,Medium,1,73,70.0,63,76,50,78
2387,33,74,74,Right,74,GK,1400000.0,15000.0,6300000.0,89,104,260,226,122,58,45,366,1212,409,2,1,Medium,Medium,2,75,62.0,75,81,43,73
2388,22,74,82,Right,76,CAM,9500000.0,10000.0,17900000.0,314,359,369,285,279,75,115,63,1784,375,2,4,High,Medium,1,73,67.0,71,76,37,51
2390,25,74,77,Right,75,CAM,5500000.0,47000.0,13800000.0,334,337,420,336,283,64,46,50,1806,384,4,3,Medium,Medium,1,85,73.0,66,77,18,65
2391,36,74,74,Left,74,LB,925000.0,850.0,2100000.0,341,362,320,367,340,72,224,71,2025,417,2,3,High,Medium,2,60,65.0,74,71,73,74
2392,24,74,74,Right,74,RB,4400000.0,10000.0,10500000.0,291,341,383,291,294,66,213,51,1864,390,3,3,Medium,Medium,1,74,46.0,68,75,69,58
2393,29,74,74,Right,75,ST,4099999.9999999995,15000.0,7700000.0,369,349,388,372,312,73,121,51,1962,406,2,3,Medium,Medium,1,78,74.0,68,74,45,67
2394,26,74,77,Right,76,CAM,5500000.0,17000.0,13100000.0,355,365,360,351,353,72,195,46,2025,421,4,3,Medium,Medium,1,68,74.0,73,75,65,66
2395,34,74,74,Right,74,CDM,1400000.0,28000.0,4200000.0,303,314,312,376,334,70,220,60,1919,396,5,3,Medium,Medium,2,54,64.0,62,67,76,73
2396,27,74,75,Right,74,RB,4400000.0,1000.0,12500000.0,299,362,368,377,347,73,209,56,2018,423,2,3,High,Medium,1,74,61.0,74,74,69,71
2397,34,74,74,Right,74,GK,725000.0,6000.0,3800000.0,106,126,307,235,175,64,44,359,1352,416,4,1,Medium,Medium,2,72,68.0,66,78,57,75
2399,30,74,74,Right,74,GK,2800000.0,9000.0,7600000.0,68,73,263,234,116,48,48,359,1161,410,2,1,Medium,Medium,1,78,65.0,65,79,51,72
2400,25,74,77,Right,75,CAM,5500000.0,21000.0,14500000.0,322,361,397,300,306,70,89,49,1824,395,3,4,Medium,Medium,1,83,70.0,69,80,35,58
2401,23,74,79,Right,74,RB,6000000.0,750.0,14800000.0,321,341,374,353,342,72,213,57,2001,422,4,3,High,Medium,1,74,63.0,69,74,71,71
2402,25,74,76,Right,75,RM,5500000.0,16000.0,0.0,317,352,364,336,286,65,117,50,1822,394,4,4,High,Medium,1,81,65.0,72,72,38,66
2403,32,74,74,Left,74,CAM,3300000.0,12000.0,6200000.0,302,378,423,294,267,68,84,69,1817,368,4,4,High,Low,2,83,67.0,72,79,30,37
2405,28,74,74,Right,74,RM,4200000.0,24000.0,9900000.0,351,362,356,373,356,71,213,59,2070,431,3,3,High,High,1,73,69.0,73,73,70,73
2406,26,74,77,Left,76,CM,5500000.0,15000.0,10700000.0,312,376,369,340,330,72,180,51,1958,411,4,3,Medium,Medium,1,69,68.0,74,75,61,64
2407,33,74,74,Right,74,CB,2000000.0,11000.0,3900000.0,237,218,228,288,277,72,229,50,1527,332,2,2,Medium,Medium,1,47,34.0,44,49,77,81
2408,34,74,74,Right,74,GK,725000.0,24000.0,5000000.0,72,92,252,223,119,61,47,362,1167,407,3,1,Medium,Medium,1,73,70.0,69,76,45,74
2409,32,74,74,Left,74,CAM,3300000.0,1000.0,9700000.0,318,350,393,311,315,64,115,56,1858,388,4,3,Medium,Medium,1,80,72.0,70,76,42,48
2410,30,74,74,Right,74,CM,4000000.0,72000.0,10000000.0,321,356,350,370,348,77,163,64,1972,415,3,3,High,Medium,1,69,70.0,73,72,57,74
2411,26,74,75,Right,74,LM,5000000.0,19000.0,8900000.0,327,352,389,339,309,72,97,62,1875,401,4,4,High,Medium,2,82,70.0,70,76,35,68
2412,29,74,74,Right,74,CDM,3600000.0,12000.0,8199999.999999999,278,321,354,366,323,65,216,62,1920,406,3,3,Medium,High,1,65,59.0,66,70,71,75
2413,38,74,74,Right,74,RB,925000.0,11000.0,1800000.0,361,342,349,379,326,76,219,43,2019,427,2,3,Medium,Medium,2,69,69.0,69,71,72,77
2415,33,74,74,Right,74,RB,2200000.0,16000.0,5500000.0,323,319,346,329,325,62,212,43,1897,403,3,3,High,Medium,1,70,52.0,67,70,71,73
2416,32,74,74,Right,74,GK,2100000.0,700.0,7500000.0,63,74,212,233,82,62,41,368,1073,396,2,1,Medium,Medium,1,75,72.0,69,76,28,76
2418,27,74,77,Left,76,CB,4800000.0,16000.0,11300000.0,237,233,304,298,247,70,217,49,1585,352,3,2,Medium,High,1,66,31.0,48,52,72,83
2419,23,74,79,Right,76,ST,6500000.0,41000.0,14800000.0,319,321,393,381,317,67,111,65,1907,408,4,3,High,Medium,1,85,74.0,61,73,39,76
2421,25,74,77,Left,75,LM,5500000.0,20000.0,14500000.0,338,346,369,350,262,67,79,56,1800,393,4,3,Medium,Medium,1,79,72.0,69,75,30,68
2422,22,74,80,Right,76,CB,6000000.0,46000.0,14700000.0,233,278,294,346,284,75,219,47,1701,372,3,2,Medium,Medium,1,65,44.0,56,55,73,79
2424,28,74,74,Right,74,GK,3000000.0,24000.0,7400000.0,89,90,231,236,137,47,43,371,1197,410,3,1,Medium,Medium,1,82,73.0,73,69,39,74
2425,29,74,74,Left,74,CB,3500000.0,18000.0,9900000.0,229,249,341,322,262,73,228,52,1683,367,3,2,Low,High,2,73,33.0,52,59,76,74
2426,30,74,74,Right,74,LM,4099999.9999999995,8000.0,8300000.000000001,331,347,389,371,331,74,140,52,1961,419,4,4,High,High,1,81,73.0,68,76,48,73
2427,33,74,74,Right,74,CDM,2100000.0,14000.0,4099999.9999999995,304,358,310,367,329,68,208,50,1926,408,4,3,Medium,Medium,1,63,51.0,72,70,70,82
2428,28,74,74,Left,74,ST,4300000.0,35000.0,10800000.0,368,363,208,335,312,75,70,50,1706,341,3,2,Medium,Medium,1,30,79.0,67,67,28,70
2429,25,74,78,Right,76,CAM,6000000.0,14000.0,13800000.0,335,373,351,322,330,70,179,47,1937,406,3,4,Medium,Medium,1,64,68.0,75,76,60,63
2430,31,74,74,Right,74,CDM,3000000.0,14000.0,6500000.0,359,357,337,371,353,76,209,60,2046,425,3,3,High,Medium,1,65,72.0,74,70,71,73
2431,26,74,77,Right,74,GK,4200000.0,6000.0,7900000.0,82,96,226,222,136,49,33,365,1160,404,2,1,Medium,Medium,1,74,71.0,66,75,39,79
2432,29,74,75,Right,74,GK,3200000.0,26000.0,9100000.0,85,104,303,229,112,53,38,361,1232,416,2,1,Medium,Medium,1,76,70.0,65,77,55,73
2434,31,74,74,Left,74,ST,3600000.0,36000.0,9500000.0,366,295,224,357,348,75,123,56,1769,362,3,2,Medium,High,2,37,76.0,62,66,46,75
2435,39,74,74,Right,75,CAM,1400000.0,11000.0,2300000.0,356,373,347,338,347,86,113,59,1933,401,4,4,Medium,Low,3,67,75.0,75,75,44,65
2436,24,74,80,Right,76,CB,6000000.0,16000.0,16100000.000000002,203,177,347,316,238,63,218,45,1544,345,2,2,Medium,High,1,75,25.0,40,45,73,87
2437,21,74,83,Right,76,CB,9000000.0,12000.0,12000000.0,274,287,334,341,286,69,220,49,1791,389,3,2,Low,High,1,67,43.0,63,63,73,80
2438,30,74,74,Right,74,RB,3600000.0,19000.0,9200000.0,278,303,361,356,320,68,211,58,1887,401,3,2,Medium,Medium,1,75,47.0,65,68,70,76
2439,29,74,74,Right,74,CB,3500000.0,21000.0,8500000.0,272,247,342,300,274,70,229,57,1721,365,2,2,Medium,Medium,1,68,40.0,53,58,76,70
2440,31,74,74,Right,76,CDM,3500000.0,13000.0,7700000.0,270,321,277,363,374,71,218,56,1879,384,3,2,Medium,Medium,1,39,64.0,70,65,73,73
2441,23,74,81,Left,76,CB,8000000.0,10000.0,0.0,283,282,332,372,310,69,221,45,1845,407,3,2,Medium,High,1,71,54.0,62,67,73,80
2442,30,74,74,Right,74,CDM,3500000.0,26000.0,7800000.0,303,297,329,372,344,71,215,56,1916,423,3,3,Medium,High,1,69,63.0,68,69,71,83
2443,36,74,74,Right,74,CM,1300000.0,7000.0,2900000.0,328,395,274,316,334,73,130,60,1837,372,3,3,Medium,Medium,2,43,70.0,80,71,48,60
2444,28,74,74,Right,74,ST,4300000.0,27000.0,10800000.0,343,339,354,351,310,71,171,58,1926,418,3,3,High,Medium,1,75,71.0,66,74,56,76
2445,31,74,74,Right,74,CB,2900000.0,24000.0,8400000.0,284,270,302,334,287,75,222,53,1752,372,3,2,Medium,Medium,2,54,48.0,57,63,74,76
2446,25,74,77,Right,74,RB,5000000.0,9000.0,10100000.0,296,292,354,311,309,62,217,50,1829,399,3,3,Medium,Medium,1,72,49.0,61,69,72,76
2447,31,74,74,Right,74,GK,2200000.0,36000.0,6800000.0,69,77,224,204,113,60,39,367,1093,405,1,1,Medium,Medium,1,73,70.0,72,79,38,73
2448,27,74,75,Right,75,ST,4900000.0,49000.0,12800000.0,348,311,375,380,356,80,138,46,1954,413,3,3,High,High,2,75,74.0,62,73,52,77
2449,30,74,74,Right,74,RB,3600000.0,7000.0,7000000.0,320,354,415,391,338,60,203,62,2083,449,4,3,High,Medium,1,93,64.0,69,75,67,81
2451,26,74,76,Right,76,CM,5000000.0,8000.0,10200000.0,327,374,322,335,326,64,190,62,1936,391,4,3,Medium,Medium,1,57,68.0,77,72,63,54
2452,23,74,81,Left,76,CM,8500000.0,35000.0,15200000.0,318,323,335,312,335,64,192,49,1864,401,2,3,Medium,Medium,1,65,66.0,70,74,64,62
2453,29,74,74,Right,74,CM,4099999.9999999995,11000.0,8300000.000000001,310,371,357,348,351,75,193,53,1983,408,3,3,Medium,Medium,2,61,64.0,77,73,65,68
2454,36,74,74,Right,74,CAM,1400000.0,16000.0,3800000.0,348,369,373,330,344,76,133,62,1959,394,4,4,High,Medium,1,69,71.0,75,75,45,59
2455,28,74,74,Left,74,RW,4200000.0,81000.0,10500000.0,334,367,391,337,338,73,132,55,1954,407,3,4,High,High,1,74,69.0,72,79,48,65
2456,26,74,75,Left,74,LB,4500000.0,66000.0,10900000.0,316,327,389,388,332,64,206,64,2022,424,4,3,High,High,1,78,64.0,68,69,69,76
2457,30,74,74,Right,74,CM,4000000.0,24000.0,9000000.0,300,336,349,382,369,75,175,59,1970,406,4,3,High,High,1,63,57.0,72,74,63,77
2458,27,74,75,Right,76,CAM,4900000.0,16000.0,9600000.0,347,395,371,328,282,75,100,60,1883,390,5,4,Medium,Low,1,72,75.0,75,78,36,54
2459,27,74,75,Right,74,CDM,4300000.0,10000.0,9500000.0,263,296,389,348,332,73,229,61,1918,406,3,2,Medium,High,1,77,51.0,61,66,75,76
2460,25,74,80,Right,75,CDM,6000000.0,7000.0,11900000.0,317,330,373,379,345,71,212,59,2015,426,4,3,High,High,1,71,66.0,69,74,69,77
2461,30,74,74,Left,74,LB,3600000.0,12000.0,6600000.0,325,371,396,386,331,75,197,54,2060,435,3,3,High,Medium,1,80,63.0,74,76,66,76
2462,24,74,80,Left,77,CAM,6500000.0,7000.0,12800000.0,315,377,360,325,336,73,169,41,1923,406,3,4,Medium,Low,1,67,64.0,75,79,57,64
2463,32,74,74,Right,74,GK,2100000.0,26000.0,5800000.0,73,89,198,188,96,30,56,362,1062,391,4,1,Medium,Medium,1,72,74.0,69,75,29,72
2464,24,74,79,Right,74,GK,5000000.0,23000.0,10900000.0,110,119,274,185,117,46,55,358,1218,409,2,1,Medium,Medium,1,73,73.0,66,74,51,72
2465,23,74,81,Right,76,CAM,8500000.0,18000.0,17600000.0,335,361,361,332,329,65,208,58,1984,428,4,3,High,Medium,1,75,63.0,74,77,69,70
2466,22,74,82,Right,75,CDM,9000000.0,9000.0,0.0,285,308,331,360,327,78,214,52,1877,416,3,3,Medium,High,1,68,56.0,67,70,71,84
2467,27,74,74,Left,76,CAM,4600000.0,20000.0,9300000.0,330,349,377,320,316,78,140,50,1882,400,4,3,High,High,2,71,65.0,74,78,49,63
2468,23,74,81,Right,74,GK,7000000.0,44000.0,12600000.0,97,83,254,220,110,51,41,364,1169,410,3,1,Medium,Medium,1,76,71.0,72,75,46,70
2469,21,74,85,Right,75,CAM,9500000.0,6000.0,16200000.0,281,330,402,276,295,75,85,36,1705,369,4,3,High,Low,1,82,65.0,68,79,28,47
2470,23,74,83,Left,76,CB,8500000.0,28000.0,15200000.0,312,291,300,357,315,59,218,62,1855,399,3,2,Medium,High,1,64,58.0,61,63,74,79
2471,32,74,74,Left,74,CDM,2800000.0,19000.0,8100000.0,308,356,299,344,342,71,211,57,1917,387,3,3,Medium,Medium,2,47,59.0,70,67,71,73
2472,31,74,74,Right,74,RB,3100000.0,13000.0,8199999.999999999,324,341,361,377,326,68,213,59,2001,424,3,3,High,Medium,2,74,66.0,69,74,70,71
2473,23,74,79,Right,75,ST,6500000.0,10000.0,16300000.0,333,314,409,346,277,64,68,57,1804,383,4,4,High,Medium,1,86,72.0,61,77,26,61
2474,25,74,77,Right,77,RW,5500000.0,25000.0,12400000.0,356,354,418,341,310,73,89,55,1923,398,4,3,Medium,High,1,82,76.0,68,81,33,58
2476,24,74,79,Left,76,CB,6000000.0,39000.0,13800000.0,229,238,303,318,284,70,224,39,1635,350,2,2,Medium,High,1,59,32.0,52,55,75,77
2477,30,74,74,Right,74,ST,4099999.9999999995,14000.0,9400000.0,340,353,380,399,358,79,124,50,2004,421,4,3,High,Medium,1,80,74.0,68,73,45,81
2478,26,74,77,Right,78,RM,5500000.0,31000.0,12400000.0,343,319,415,343,285,66,94,55,1854,406,3,4,Medium,Medium,1,92,72.0,66,79,34,63
2479,28,74,74,Right,74,RM,4200000.0,18000.0,7700000.0,301,362,408,363,330,72,169,53,1986,428,4,3,Medium,High,1,89,63.0,72,74,56,74
2480,26,74,75,Right,75,CAM,5000000.0,13000.0,11500000.0,319,368,413,310,300,71,127,50,1887,399,3,5,High,Medium,1,80,67.0,68,83,46,55
2481,27,74,75,Right,75,CM,4800000.0,15000.0,10200000.0,323,347,350,368,344,71,208,52,1992,419,3,3,Medium,Medium,1,66,67.0,71,73,70,72
2482,22,74,84,Right,75,CAM,9500000.0,15000.0,14400000.0,315,355,418,361,285,70,91,60,1885,407,3,4,High,Low,1,90,73.0,69,75,34,66
2483,28,74,74,Left,74,LB,3800000.0,12000.0,9100000.0,304,342,359,349,268,76,216,52,1890,419,3,4,Medium,Medium,1,81,57.0,65,75,69,72
2484,30,74,74,Right,74,CB,3500000.0,45000.0,0.0,262,226,318,318,296,71,220,61,1701,370,2,2,Medium,High,1,65,40.0,58,54,74,79
2485,24,74,81,Right,76,CB,8000000.0,14000.0,16100000.000000002,274,288,294,328,308,67,225,62,1779,384,3,2,Medium,High,1,65,47.0,62,61,74,75
2486,22,74,83,Right,75,CM,9000000.0,20000.0,18400000.0,308,322,342,324,330,74,212,50,1888,409,3,3,Medium,High,1,68,64.0,72,69,69,67
2487,24,74,78,Right,76,CAM,6000000.0,30000.0,14800000.0,338,339,381,318,265,74,84,49,1774,387,4,3,High,Low,1,85,71.0,71,74,30,56
2488,27,74,74,Right,74,LM,4500000.0,26000.0,9900000.0,330,356,380,348,306,74,93,61,1874,391,3,4,Medium,Medium,1,73,69.0,71,77,34,67
2489,28,74,74,Right,74,RB,3800000.0,47000.0,9100000.0,296,310,398,325,304,64,210,56,1899,416,3,3,High,Medium,1,86,57.0,65,73,69,66
2490,22,74,83,Right,76,RW,9500000.0,34000.0,0.0,322,321,408,331,302,74,70,54,1808,388,4,3,High,Medium,1,82,72.0,66,81,27,60
2491,20,74,86,Right,75,CAM,10000000.0,80000.0,0.0,286,332,392,291,258,72,87,51,1697,360,5,4,High,Medium,1,75,68.0,65,81,29,42
2492,31,74,74,Right,74,CB,2900000.0,15000.0,7600000.0,243,247,251,307,263,71,229,48,1588,331,3,2,Medium,High,1,37,37.0,56,52,76,73
2493,22,74,84,Right,75,CDM,9000000.0,34000.0,15300000.0,329,332,375,383,347,72,213,57,2036,435,3,3,Medium,Medium,1,75,68.0,67,74,72,79
2495,30,74,74,Right,74,GK,2800000.0,12000.0,7600000.0,74,73,258,225,117,61,35,361,1143,413,1,1,Medium,Medium,1,75,68.0,69,78,52,71
2497,21,74,83,Right,75,RM,9500000.0,18000.0,17000000.0,331,324,423,358,291,61,155,41,1923,413,4,3,High,Medium,1,85,67.0,65,78,54,64
2498,29,74,74,Left,74,RM,4099999.9999999995,23000.0,11000000.0,317,344,426,352,328,71,149,62,1978,419,3,4,High,Low,1,91,67.0,69,76,51,65
2499,35,74,74,Left,74,LB,1300000.0,8000.0,2400000.0,317,373,350,363,350,81,225,67,2045,424,5,4,High,Medium,2,68,66.0,73,75,75,67
2500,26,74,78,Right,76,CB,5000000.0,25000.0,12200000.0,229,204,275,300,264,72,222,51,1545,336,2,2,Medium,Medium,1,55,31.0,44,50,74,82
2501,28,74,74,Right,74,ST,4300000.0,56000.0,11400000.0,346,290,285,344,276,74,75,45,1661,355,4,3,Medium,Low,1,64,76.0,57,61,29,68
2502,28,73,73,Left,73,CDM,2700000.0,20000.0,6800000.0,283,303,316,349,312,69,213,63,1839,389,3,2,Medium,Medium,1,61,53.0,65,64,71,75
2503,20,73,86,Right,74,CAM,7500000.0,650.0,20400000.0,288,327,391,294,242,66,108,55,1705,371,4,3,High,Medium,1,81,65.0,68,77,33,47
2504,29,73,73,Right,73,CB,2500000.0,13000.0,6500000.0,213,251,273,318,256,58,213,59,1583,338,3,2,Medium,Medium,1,50,29.0,51,54,73,81
2505,29,73,73,Right,73,CAM,3000000.0,900.0,8199999.999999999,334,375,370,354,315,76,156,46,1950,416,3,4,Medium,Medium,1,75,71.0,72,76,57,65
2507,24,73,79,Right,73,GK,3900000.0,7000.0,7000000.0,82,99,271,234,114,40,56,359,1215,407,2,1,Medium,Medium,1,76,69.0,66,74,48,74
2508,23,73,79,Right,75,CM,4800000.0,12000.0,9400000.0,330,355,340,335,344,77,199,43,1946,410,4,3,High,High,1,66,63.0,72,72,67,70
2510,30,73,73,Right,73,ST,3000000.0,11000.0,4900000.0,355,337,334,356,335,70,85,52,1854,398,5,3,High,Low,1,74,74.0,69,71,38,72
2511,24,73,79,Left,75,CB,4400000.0,18000.0,10300000.0,283,277,348,312,256,71,225,52,1753,384,3,2,Medium,Medium,1,74,39.0,58,63,75,75
2512,26,73,74,Left,74,CAM,3600000.0,45000.0,9300000.0,329,337,396,336,281,69,98,54,1831,390,3,3,Medium,Low,1,83,72.0,67,75,33,60
2513,26,73,73,Left,74,LWB,3300000.0,60000.0,0.0,310,333,388,330,316,70,214,43,1934,427,3,3,Medium,Medium,1,89,57.0,68,75,69,69
2516,31,73,73,Right,73,GK,1600000.0,850.0,5700000.0,52,86,203,216,88,54,27,359,1031,388,2,1,Medium,Medium,1,73,68.0,68,75,29,75
2517,33,73,73,Right,73,CM,1900000.0,20000.0,4099999.9999999995,328,370,342,345,336,80,207,60,1988,401,3,3,Medium,Medium,2,55,67.0,75,74,67,63
2518,24,73,78,Right,74,CDM,4200000.0,14000.0,10700000.0,305,340,337,369,339,66,218,60,1968,413,4,3,Medium,Medium,1,65,58.0,67,73,71,79
2519,30,73,73,Right,73,LM,2900000.0,12000.0,7200000.0,310,372,347,307,300,67,84,40,1760,378,3,3,High,Medium,1,73,68.0,73,74,36,54
2520,33,73,73,Right,73,RM,1900000.0,11000.0,3400000.0,337,339,389,373,287,73,54,49,1828,383,4,3,High,Medium,1,77,70.0,66,74,24,72
2522,32,73,73,Right,75,CB,2000000.0,32000.0,4400000.0,315,289,326,380,345,70,209,70,1934,410,4,3,Medium,High,1,64,58.0,65,66,71,86
2523,21,73,82,Right,75,CAM,7000000.0,29000.0,12000000.0,309,367,382,336,291,68,102,59,1846,396,5,4,High,Medium,1,79,67.0,71,75,36,68
2524,26,73,74,Right,74,ST,3600000.0,12000.0,6400000.0,330,315,396,366,338,73,88,54,1887,394,5,3,High,High,1,80,72.0,60,71,37,74
2527,22,73,81,Right,75,CB,6500000.0,31000.0,11000000.0,290,304,307,332,297,72,221,49,1800,402,3,3,High,Medium,1,70,55.0,57,66,73,81
2528,26,73,76,Right,75,CAM,4000000.0,45000.0,0.0,342,364,357,326,308,74,163,49,1909,396,3,4,Medium,Medium,1,70,70.0,74,73,52,57
2529,24,73,80,Right,75,CAM,6000000.0,8000.0,9900000.0,297,362,380,322,335,75,189,38,1923,406,3,4,Medium,Medium,1,69,62.0,74,76,61,64
2530,24,73,78,Left,73,LB,4300000.0,17000.0,7900000.0,295,328,393,339,316,69,202,47,1920,411,2,3,High,Medium,1,82,60.0,64,70,67,68
2531,30,73,73,Right,73,RB,2600000.0,7000.0,6600000.0,290,312,374,310,293,66,213,52,1844,386,2,3,Medium,Medium,1,75,45.0,63,70,69,64
2532,30,73,73,Right,73,ST,3000000.0,8000.0,5500000.0,354,303,331,385,291,79,90,68,1822,369,4,3,High,Medium,1,62,74.0,59,67,38,69
2533,26,73,74,Right,74,CM,3600000.0,14000.0,8600000.0,340,302,299,357,342,67,203,54,1897,404,3,3,High,High,1,58,67.0,69,68,70,72
2534,23,73,77,Right,74,CDM,4000000.0,5000.0,8800000.0,293,309,297,333,335,68,219,45,1831,381,3,2,Low,High,1,48,55.0,67,65,72,74
